amount,capex,cash_and_equiv,cff,cfi,cfo,code,commission_net,curr,current_assets,current_debt,current_lease,current_liabilities,depr_depl_amort,earnings,earnings_stock_holders,earnings_wo_tax,ebit,ebitda,equity,equity_stock_holders,exchange,fcf,ffo,gen,gross_profit,id,interest_expense,interest_income,interest_net,link,link_press,long_term_assets,long_term_debt,long_term_lease,long_term_liabilities,month,net_debt,operating_income,period,preliminary,ref_id,revenue,sel_gen_adm_expenses,total_assets,total_debt,total_expenses,total_liabilities,type,year,capital,num1,price1,num1_day,price1_day,earnings_ps,revenue_ps,ebitda_ps,fcf_ps
1,69690000,496118000,-646309000,-119745000,794113000,NKHP,0,RUB,777333000,0,0,344772000,150376000,660533000,660533000,828315000,802609000,952985000,1791821000,1791821000,MOEX,724423000,0,,1048279000,112350000,0,25706000,25706000,https://financemarker.ru/fa/fa_reports/2014/NKHP2014YMSFO.pdf,https://novoroskhp.ru/investoram/prezentaczii/prexentacziya-dlya-investorov.pdf,1449987000,0,0,90727000,12,-496118000,802609000,Y,0,0,3043774000,200120000,2227320000,0,245670000,435499000,МСФО,2012,0,0,0,67597000,300.0000,Infinity,Infinity,Infinity,Infinity
1,25447000,729137000,-334041000,70027000,496849000,NKHP,0,RUB,1133528000,0,0,426062000,138090000,567830000,567830000,715498000,691764000,829854000,1961177000,1961177000,MOEX,471402000,0,,872170000,112349000,0,23734000,23734000,https://financemarker.ru/fa/fa_reports/2014/NKHP2014YMSFO.pdf,https://novoroskhp.ru/investoram/prezentaczii/prexentacziya-dlya-investorov.pdf,1339578000,0,0,85867000,12,-729137000,691764000,Y,0,0,1787835000,117620000,2473106000,0,180406000,511929000,МСФО,2013,0,0,0,67597000,300.0000,Infinity,Infinity,Infinity,Infinity
1,295752000,905059000,-823850000,-268277000,1251011000,NKHP,0,RUB,1674458000,0,0,802653000,124753000,1319431000,1319431000,1649286000,1587959000,1712712000,2307737000,2307737000,MOEX,955259000,0,,1878525000,112348000,0,61327000,61327000,https://cdn.financemarker.ru/reports/2014/MOEX/N/NKHP_2014_12_Y_МСФО.pdf,https://novoroskhp.ru/investoram/prezentaczii/prexentacziya-dlya-investorov.pdf,1517881000,0,0,81949000,12,-905059000,1587959000,Y,0,107200000,3090273000,189874000,3192339000,0,290566000,884602000,МСФО,2014,0,0,0,67597000,300.0000,Infinity,Infinity,Infinity,Infinity
1,565408000,510920000,-1614897000,-839975000,2030631000,NKHP,0,RUB,1463613000,0,0,764818000,128645000,1705363000,1705363000,2141386000,2037872000,2166517000,2614124000,2614124000,MOEX,1465223000,0,,2989265000,112336000,0,103514000,103514000,https://cdn.financemarker.ru/reports/2015/MOEX/N/NKHP_2015_12_Y_МСФО.pdf,0,1976957000,0,0,61628000,12,-510920000,2037872000,Y,0,107198000,6618034000,369104000,3440570000,0,951393000,826446000,МСФО,2015,30242221830,67597000,447.3900,67597000,300.0000,25.228382916401614,97.90425610604021,32.050490406378984,21.675858396082667
1,1921506000,121722000,437074000,-1858021000,1114307000,NKHP,0,RUB,1291983000,1433409000,0,1849061000,143442000,1405486000,1405486000,1780650000,1785153000,1928595000,3207072000,3207072000,MOEX,-807199000,0,,2382002000,112335000,617013000,612510000,-4503000,https://cdn.financemarker.ru/reports/2016/MOEX/N/NKHP_2016_12_Y_МСФО.pdf,0,3883707000,57811000,0,119557000,12,1369498000,1785153000,Y,0,107196000,4724536000,416672000,5175690000,1491220000,596849000,1968618000,МСФО,2016,14938937000,67597000,221.0000,67597000,300.0000,20.792135745669185,69.89268754530526,28.530777993106202,-11.941343550749293
1,640958000,1538216000,502482000,-604013000,1518245000,NKHP,0,RUB,2193876000,50733000,0,478241000,88462000,949527000,949527000,1215671000,1156691000,1245154000,4000305000,4000305000,MOEX,877287000,0,,1463409000,141753000,2964000,61944000,58980000,https://cdn.financemarker.ru/reports/2017/MOEX/N/NKHP_2017_6_6M_МСФО.pdf,https://novoroskhp.ru/investoram/press-relizyi/pao-«nkxp»-obyavlyaet-promezhutochnyie-finansovyie-rezultatyi-po-msfo-za-shest-mesyaczev-2017-goda.html,4504985000,2129708000,0,2222315000,6,-1160340000,1156691000,6M,0,107194000,2458987000,209218000,6698861000,2180441000,306718000,2700556000,МСФО,2017,11187303500,67597000,165.5000,67597000,300.0000,14.046880778732785,36.377161708359836,18.420255336775302,12.978194298563546
1,1213698000,1863308000,187028000,-1146793000,1293037000,NKHP,0,RUB,3049853000,346955000,0,896099000,91352000,1445714000,1445714000,1818403000,1784526000,1875877000,4483560000,4483560000,MOEX,79339000,0,X,2150011000,3674434000,9756000,43633000,33877000,https://cdn.financemarker.ru/reports/2017/MOEX/N/NKHP_2017_12_Y_МСФО.pdf,https://novoroskhp.ru/investoram/press-relizyi/pao-«nkxp»-obyavlyaet-finansovyie-rezultatyi-po-msfo-za-2017-god.html,5790385000,3345455000,0,3460579000,12,-2493370000,1784526000,6M,0,0,3888627000,221016000,8840238000,3692410000,365485000,4356678000,МСФО,2017,15783899500,67597000,233.5000,67597000,300.0000,21.38725091350208,57.5266210038907,27.750891311744603,1.1737059336952824
1,1854656000,1863308000,689510000,-1750806000,2811282000,NKHP,0,RUB,3049853000,346955000,0,896099000,179814000,2395241000,2395241000,3034074000,2941217000,3121031000,4483560000,4483560000,MOEX,956626000,0,,3613420000,15478000,12720000,105577000,92857000,https://cdn.financemarker.ru/reports/2017/MOEX/N/NKHP_2017_12_Y_МСФО.pdf,https://novoroskhp.ru/investoram/press-relizyi/pao-«nkxp»-obyavlyaet-finansovyie-rezultatyi-po-msfo-za-2017-god.html,5790385000,3345455000,0,3460579000,12,-2493370000,2941217000,Y,0,107192000,6347614000,430234000,8840238000,3692410000,672203000,4356678000,МСФО,2017,15783899500,67597000,233.5000,67597000,300.0000,35.434131692234864,93.90378271225055,46.17114664851991,14.151900232258829
1,1145691000,1206289000,-215044000,-1134485000,513628000,NKHP,0,RUB,3419831000,939313000,0,2028764000,94229000,1411491000,1411491000,1779384000,1781401000,1875630000,5514732000,5514732000,MOEX,-632063000,0,,2022946000,140492000,8766000,6749000,-2017000,https://cdn.financemarker.ru/reports/2018/MOEX/N/NKHP_2018_6_6M_МСФО.pdf,0,7029610000,2752447000,0,2905945000,6,2485471000,1781401000,6M,0,107189000,5005579000,287659000,10449441000,3691760000,241545000,4934709000,МСФО,2018,13992579000,67597000,207.0000,67597000,300.0000,20.880971049011052,74.05031288370786,27.747237303430627,-9.350459339911534
1,576779000,1356334000,-1029707000,-565205000,1696188000,NKHP,0,RUB,4334271000,1126080000,0,2489580000,121742000,1986638000,1986638000,2510086000,2543259000,2665001000,6302498000,6302498000,MOEX,1119409000,0,X,3025674000,3674435000,148130000,114957000,-33173000,https://cdn.financemarker.ru/reports/2018/MOEX/N/NKHP_2018_12_Y_МСФО.pdf,https://novoroskhp.ru/investoram/press-relizyi/pao-«nkxp»-obyavlyaet-finansovyie-rezultatyi-po-itogam-2018-goda.html,7830523000,3215626000,0,3372716000,12,2985372000,2543259000,6M,0,0,8591281000,300717000,12164794000,4341706000,482415000,5862296000,МСФО,2018,15479713000,67597000,229.0000,67597000,300.0000,29.38944035977928,127.09559595840052,39.42484133911268,16.560039646729884
